valence,danceability,energy,tempo,acousticness,instrumentalness,speechiness,popularity,explicit
0.7879999999999999,0.416,0.883,178.33,0.314,0.0,0.15,47,0
0.408,0.634,0.292,150.909,0.898,0.00101,0.0455,55,0
0.931,0.967,0.738,118.975,0.222,1.36e-06,0.0934,43,0
0.0789,0.122,0.0822,87.43799999999996,0.8909999999999999,0.00631,0.0379,48,0
0.643,0.805,0.337,119.98,0.755,0.00783,0.0363,62,0
0.108,0.5329999999999999,0.148,63.637,0.924,0.932,0.0329,52,0
0.484,0.455,0.929,89.78200000000002,0.0875,0.0,0.0494,61,0
0.895,0.5660000000000001,0.7609999999999999,152.622,0.0922,4.55e-06,0.0559,45,0
0.051,0.456,0.0646,83.929,0.98,0.843,0.03,48,0
0.7170000000000001,0.5870000000000001,0.906,126.987,0.0158,0.0,0.0382,51,0
0.0863,0.602,0.847,138.025,0.00903,0.0306,0.0589,59,0
0.726,0.501,0.528,84.10700000000001,0.234,0.00479,0.0255,51,0
0.4970000000000001,0.511,0.688,99.321,0.248,0.0,0.0886,43,0
0.107,0.519,0.389,121.802,0.514,0.153,0.0304,52,0
0.78,0.654,0.976,93.894,0.0105,8.02e-06,0.0594,46,0
0.627,0.483,0.293,152.14,0.6729999999999999,0.0,0.0378,49,0
0.394,0.484,0.742,109.111,0.0677,1.31e-06,0.0667,44,0
0.273,0.55,0.664,139.933,0.0672,4.31e-05,0.0348,43,0
0.935,0.745,0.8079999999999999,103.011,0.101,0.526,0.0442,50,0
0.255,0.511,0.892,99.101,0.00138,0.00029,0.0343,54,0
0.194,0.436,0.6779999999999999,170.287,0.457,0.0384,0.0301,56,0
0.654,0.493,0.779,87.14200000000002,0.447,2.03e-06,0.0408,54,0
0.448,0.581,0.163,88.101,0.926,0.861,0.0547,53,0
0.363,0.518,0.345,81.52199999999998,0.6970000000000001,0.00358,0.0255,44,0
0.89,0.6609999999999999,0.8590000000000001,112.766,0.0946,0.000131,0.0303,44,0
0.316,0.569,0.337,131.594,0.579,0.00198,0.027,44,0
0.865,0.705,0.762,116.184,0.329,0.000103,0.0399,47,0
0.547,0.639,0.512,88.249,0.409,0.0,0.0246,43,0
0.5429999999999999,0.682,0.443,120.974,0.2,0.0,0.0267,43,0
0.773,0.836,0.8540000000000001,95.064,0.17,0.0,0.278,44,1
0.174,0.5379999999999999,0.305,105.893,0.6629999999999999,0.00033,0.0263,45,0
0.943,0.5,0.885,169.172,0.00166,0.000273,0.0316,46,0
0.959,0.688,0.723,171.774,0.042,0.8740000000000001,0.0463,47,0
0.269,0.659,0.407,119.321,0.743,0.0,0.0353,59,0
0.264,0.52,0.461,131.0,0.272,3.72e-05,0.0258,44,0
0.765,0.772,0.8059999999999999,134.98,0.219,1.7800000000000002e-05,0.0668,65,0
0.628,0.7140000000000001,0.722,92.017,0.1639999999999999,2.38e-06,0.0936,50,0
0.163,0.358,0.557,130.012,0.7929999999999999,0.0,0.0372,50,0
0.952,0.647,0.889,137.41,0.0186,0.0,0.0302,47,0
0.962,0.75,0.463,100.101,0.211,8.65e-06,0.0335,51,0
0.5539999999999999,0.3720000000000001,0.512,160.859,0.119,0.0,0.028,43,0
0.276,0.5429999999999999,0.573,75.607,0.5,0.000424,0.0336,43,0
0.679,0.595,0.937,126.995,0.0134,0.0,0.038,44,0
0.45,0.504,0.148,91.118,0.951,0.00578,0.0285,53,0
0.145,0.334,0.262,80.446,0.732,0.388,0.0391,48,0
0.341,0.591,0.386,116.198,0.418,4.41e-06,0.0407,53,0
0.321,0.525,0.144,115.509,0.984,0.89,0.0349,50,0
0.7559999999999999,0.649,0.66,105.726,0.0266,0.0,0.302,46,1
0.191,0.5670000000000001,0.0437,104.024,0.974,0.943,0.0369,51,0
0.422,0.317,0.958,137.921,0.00089,0.000184,0.0989,49,1
0.672,0.4920000000000001,0.947,188.008,0.0867,0.0,0.149,45,0
0.185,0.4270000000000001,0.283,136.18200000000002,0.35,0.00207,0.0287,43,0
0.349,0.731,0.818,128.04,0.0094,0.378,0.0479,56,0
0.0795,0.208,0.974,187.452,8.8e-05,0.8420000000000001,0.206,48,0
0.337,0.465,0.303,143.933,0.708,2e-06,0.04,44,0
0.228,0.302,0.0748,78.99,0.979,0.00137,0.0368,47,0
0.106,0.341,0.301,147.825,0.769,0.92,0.0338,46,0
0.417,0.458,0.836,173.83900000000003,0.00384,0.0,0.0479,44,0
0.675,0.7240000000000001,0.441,122.077,0.586,0.0,0.0277,43,0
0.674,0.604,0.91,136.92600000000002,0.00222,0.0,0.0443,44,0
0.192,0.421,0.0978,79.292,0.908,0.336,0.05,44,0
0.509,0.569,0.391,100.998,0.674,0.000182,0.0452,51,0
0.809,0.855,0.7879999999999999,99.992,0.00709,0.0,0.219,44,1
0.862,0.7809999999999999,0.523,94.652,0.285,0.00707,0.0288,43,0
0.365,0.5489999999999999,0.275,122.476,0.866,0.000479,0.0288,45,0
0.7140000000000001,0.685,0.836,81.97399999999998,0.5,0.0,0.152,44,0
0.335,0.545,0.428,131.784,0.319,0.0,0.0279,43,0
0.534,0.3229999999999999,0.784,154.30100000000004,0.0864,0.0,0.0549,48,0
0.768,0.609,0.7979999999999999,144.481,0.352,0.0,0.0323,43,0
0.947,0.584,0.675,146.844,0.0208,6.53e-06,0.0289,42,0
0.329,0.852,0.0562,109.808,0.964,0.0,0.049,43,0
0.406,0.413,0.851,96.576,0.179,0.0,0.394,48,1
0.642,0.648,0.218,164.25,0.326,0.0,0.95,46,1
0.631,0.6559999999999999,0.471,110.175,0.8140000000000001,0.256,0.0351,55,0
0.419,0.274,0.915,169.16099999999997,0.0139,7.37e-05,0.1669999999999999,45,0
0.299,0.26,0.985,119.944,2.2e-05,0.00993,0.146,46,0
0.684,0.623,0.947,146.31799999999996,0.00386,0.00575,0.103,57,0
0.5710000000000001,0.765,0.519,91.367,0.204,0.0,0.0887,51,0
0.487,0.428,0.377,140.998,0.269,0.00223,0.0351,44,0
0.224,0.672,0.474,118.642,0.0905,2.36e-05,0.0445,44,0
0.961,0.8140000000000001,0.944,130.082,0.544,7.91e-06,0.0532,55,0
0.447,0.5720000000000001,0.85,91.562,0.222,0.0,0.333,49,0
0.586,0.956,0.379,112.135,0.12,0.000185,0.0372,44,0
0.272,0.465,0.453,101.72,0.187,2.73e-06,0.0531,42,0
0.246,0.603,0.34,129.995,0.277,0.0,0.0276,42,0
0.968,0.7809999999999999,0.795,101.987,0.444,0.0,0.0433,48,0
0.226,0.484,0.953,180.198,0.0082,0.00627,0.0637,44,0
0.735,0.454,0.672,114.446,0.00547,3.21e-06,0.0292,54,0
0.795,0.812,0.411,106.698,0.645,0.00199,0.0318,43,0
0.757,0.73,0.899,109.129,0.237,0.0,0.3,52,1
0.489,0.8009999999999999,0.764,174.96099999999996,0.00196,0.0,0.256,43,1
0.767,0.588,0.794,92.348,0.178,0.0,0.431,46,1
0.31,0.57,0.894,124.102,0.0182,0.0106,0.0369,44,0
0.328,0.369,0.84,198.5,0.194,0.0,0.0567,48,0
0.57,0.594,0.118,96.252,0.911,0.0,0.0316,44,0
0.868,0.7140000000000001,0.8740000000000001,90.287,0.196,0.03,0.0353,46,0
0.816,0.521,0.931,170.048,0.00575,0.0,0.0654,44,0
0.8959999999999999,0.637,0.625,160.748,0.7340000000000001,0.514,0.0382,61,0
0.868,0.847,0.909,95.013,0.135,5.83e-06,0.0584,42,0
0.584,0.44,0.942,79.508,9.1e-06,0.0531,0.0554,47,0
0.222,0.389,0.872,162.54,0.00237,4.11e-06,0.103,54,0
0.38,0.471,0.836,112.074,0.5429999999999999,0.00949,0.12,47,0
0.395,0.67,0.531,119.958,0.725,0.0584,0.0452,42,0
0.456,0.527,0.523,159.878,0.11,0.597,0.0871,51,0
0.918,0.857,0.867,104.382,0.0271,0.0,0.0635,48,1
0.2,0.341,0.867,182.023,0.293,0.0,0.0492,57,0
0.562,0.623,0.66,110.221,0.484,0.918,0.0376,49,0
0.0666,0.302,0.11,107.384,0.672,0.0,0.0486,47,0
0.375,0.611,0.491,169.745,0.196,0.0103,0.025,49,0
0.477,0.49,0.79,160.02700000000004,0.225,2.14e-06,0.0317,53,0
0.73,0.32,0.687,88.251,0.00823,0.0393,0.411,47,1
0.762,0.58,0.46,79.972,0.643,6.52e-06,0.0554,42,0
0.807,0.7140000000000001,0.799,83.193,0.106,0.0,0.456,43,1
0.721,0.273,0.67,183.17,0.132,0.00191,0.421,47,1
0.968,0.765,0.507,90.123,0.613,2.23e-06,0.0391,57,0
0.0662,0.229,0.138,66.618,0.981,0.919,0.0364,49,0
0.909,0.69,0.511,105.782,0.499,0.0,0.0292,49,0
0.312,0.314,0.946,152.179,0.000498,0.0,0.119,44,0
0.521,0.7170000000000001,0.743,91.256,0.358,0.0,0.265,49,1
0.139,0.217,0.568,122.446,0.469,0.917,0.0457,51,0
0.405,0.267,0.268,103.296,0.914,0.0,0.0431,47,0
0.536,0.807,0.7809999999999999,95.009,0.0784,0.0,0.158,57,0
0.698,0.512,0.764,165.862,0.304,0.0,0.246,47,1
0.0398,0.163,0.0879,140.89700000000005,0.91,0.934,0.0357,47,0
0.0974,0.374,0.053,120.002,0.905,0.906,0.0377,45,0
0.537,0.784,0.8540000000000001,79.994,0.205,0.0,0.311,45,1
0.628,0.795,0.607,78.031,0.0605,0.0,0.287,43,1
0.362,0.649,0.685,172.017,0.0574,0.000115,0.0471,56,0
0.255,0.466,0.5760000000000001,141.954,0.0949,0.00011,0.0306,42,0
0.649,0.7290000000000001,0.619,88.02,0.204,0.0,0.386,52,1
0.972,0.843,0.833,141.99,0.329,0.0567,0.0341,57,0
0.455,0.534,0.909,129.97899999999998,8.45e-05,0.234,0.0793,43,0
0.259,0.315,0.313,78.35600000000002,0.884,0.0,0.0297,47,0
0.633,0.627,0.963,103.972,0.00254,0.0,0.0397,48,0
0.8740000000000001,0.637,0.877,142.17600000000004,0.000422,7.13e-06,0.0304,43,0
0.903,0.713,0.6629999999999999,79.00399999999998,0.607,0.0,0.0386,42,0
0.411,0.453,0.838,171.764,0.00147,0.000585,0.0442,46,0
0.208,0.526,0.0344,67.101,0.996,0.924,0.11,49,0
0.319,0.434,0.401,124.838,0.532,0.0,0.0326,44,0
0.287,0.321,0.647,104.345,0.062,4.72e-05,0.0274,49,0
0.483,0.828,0.615,97.087,0.0245,0.0,0.283,44,1
0.25,0.31,0.945,108.399,0.0174,0.0075099999999999,0.168,55,0
0.649,0.7979999999999999,0.585,124.027,0.00295,0.162,0.0315,48,0
0.523,0.46,0.933,154.165,0.000811,0.0,0.0516,49,0
0.5710000000000001,0.7659999999999999,0.7959999999999999,92.053,0.0675,0.0,0.266,50,1
0.8170000000000001,0.464,0.398,98.256,0.401,0.0,0.03,48,0
0.77,0.73,0.862,104.018,0.0398,0.0,0.0313,53,0
0.106,0.236,0.6579999999999999,106.222,0.628,0.00927,0.0349,52,0
0.109,0.465,0.804,116.005,0.00124,0.0457,0.0368,46,0
0.778,0.619,0.8759999999999999,111.847,0.243,0.0,0.0438,49,0
0.799,0.826,0.5720000000000001,135.379,0.0344,0.0,0.051,48,0
0.276,0.221,0.124,82.727,0.8,0.103,0.0346,55,0
0.605,0.494,0.5870000000000001,131.774,0.00518,0.0,0.0324,46,0
0.443,0.208,0.716,84.133,0.348,0.0,0.0333,47,0
0.654,0.519,0.446,104.962,0.813,0.000124,0.0388,58,0
0.693,0.578,0.878,118.029,0.00112,0.0146,0.0287,47,0
0.66,0.5589999999999999,0.944,99.027,0.258,0.0,0.085,47,0
0.149,0.459,0.565,145.988,0.773,0.0,0.0274,58,0
0.26,0.349,0.119,113.048,0.966,0.0959,0.0403,46,0
0.672,0.643,0.66,95.132,0.163,0.0,0.0301,46,0
0.609,0.653,0.529,67.03,0.439,0.0,0.201,47,0
0.357,0.392,0.979,158.882,0.0163,0.0,0.0762,52,0
0.214,0.708,0.457,112.974,0.236,2.45e-05,0.0326,57,0
0.216,0.354,0.461,137.127,0.297,0.0,0.0624,50,0
0.6679999999999999,0.568,0.932,140.109,1.04e-05,0.101,0.0522,45,0
0.556,0.861,0.6609999999999999,84.809,0.00762,0.0,0.267,46,1
0.0847,0.435,0.6940000000000001,174.766,0.000122,0.0,0.3229999999999999,46,1
0.15,0.119,0.066,150.636,0.892,0.911,0.0418,55,0
0.191,0.55,0.0906,108.949,0.981,0.856,0.0322,49,0
0.204,0.304,0.502,136.779,0.313,0.0011,0.035,56,0
0.469,0.581,0.143,144.605,0.65,0.0,0.0401,51,0
0.7040000000000001,0.468,0.677,80.846,0.174,0.00621,0.0331,49,0
0.217,0.333,0.373,97.576,0.873,2.58e-05,0.028,55,0
0.382,0.66,0.224,88.01100000000002,0.425,2.02e-06,0.0307,64,0
0.378,0.366,0.408,108.819,0.81,0.0,0.0301,47,0
0.166,0.386,0.457,139.679,0.324,0.0,0.0301,47,0
0.251,0.5579999999999999,0.5529999999999999,134.263,0.4920000000000001,0.0,0.0323,65,0
0.618,0.727,0.913,90.985,0.283,0.0,0.306,49,1
0.0401,0.505,0.439,134.194,0.8009999999999999,0.0217,0.0268,45,0
0.623,0.634,0.526,90.087,0.339,0.0,0.0333,47,1
0.522,0.447,0.958,182.142,0.00476,0.0,0.136,48,0
0.965,0.677,0.8170000000000001,176.708,0.289,0.0,0.0495,54,0
0.6629999999999999,0.594,0.462,109.832,0.209,0.0,0.0272,61,0
0.977,0.6970000000000001,0.5479999999999999,133.005,0.7829999999999999,0.841,0.0561,46,0
0.147,0.345,0.958,87.149,0.0131,1.01e-05,0.0819999999999999,52,0
0.29,0.528,0.897,125.009,0.00134,0.0,0.0589,51,0
0.665,0.7879999999999999,0.8640000000000001,133.295,0.0956,0.0,0.0335,48,1
0.351,0.218,0.5489999999999999,76.867,0.59,4.61e-05,0.0353,45,0
0.655,0.535,0.737,132.293,0.131,0.0,0.0377,63,0
0.66,0.802,0.573,93.465,0.1689999999999999,0.0,0.218,51,1
0.398,0.474,0.923,134.308,0.01,6.579999999999999e-05,0.0373,47,0
0.252,0.608,0.768,143.934,0.0718,0.00134,0.0344,61,0
0.71,0.654,0.648,136.009,0.0644,0.0,0.0253,58,0
0.296,0.647,0.319,131.031,0.586,0.0,0.0322,46,0
0.747,0.466,0.55,109.53,0.141,0.0,0.0437,46,0
0.423,0.328,0.63,169.84799999999996,0.467,9.72e-05,0.0311,45,0
0.516,0.5479999999999999,0.865,98.22,0.00311,0.0,0.0333,45,0
0.455,0.275,0.98,185.024,0.037,5.17e-06,0.11,55,0
0.287,0.6940000000000001,0.47,121.975,0.76,0.0,0.0337,61,0
0.802,0.608,0.725,136.251,0.00139,0.0546,0.342,46,0
0.159,0.264,0.951,149.99,0.0008939999999999,0.0442,0.146,53,0
0.285,0.4970000000000001,0.468,133.789,0.0817,0.0,0.0286,47,0
0.967,0.7340000000000001,0.977,123.284,0.498,0.0,0.0319,50,0
0.838,0.789,0.7040000000000001,112.1,0.26,3.2e-06,0.0489,55,0
0.166,0.259,0.936,143.756,0.3670000000000001,0.0,0.151,48,0
0.546,0.44,0.904,138.10399999999998,0.275,7.45e-06,0.177,51,0
0.65,0.77,0.795,95.714,0.0158,0.0,0.378,45,1
0.7040000000000001,0.746,0.306,73.346,0.8170000000000001,0.0,0.93,48,1
0.0925,0.138,0.152,85.779,0.823,0.8859999999999999,0.0334,49,0
0.118,0.482,0.108,81.046,0.977,0.835,0.0309,49,0
0.752,0.684,0.687,91.201,0.0631,1.29e-05,0.0228,49,0
0.368,0.318,0.149,145.91299999999995,0.916,0.000154,0.035,50,0
0.452,0.555,0.92,102.601,0.246,0.0,0.159,62,0
0.473,0.635,0.585,147.967,0.396,0.0,0.0331,45,0
0.607,0.429,0.991,137.928,6.29e-06,0.0141,0.0874,55,0
0.799,0.637,0.818,97.983,0.189,0.8859999999999999,0.0338,48,0
0.525,0.562,0.604,75.947,0.0357,0.0,0.0238,51,0
0.215,0.2,0.974,80.123,1.84e-05,0.161,0.291,48,0
0.526,0.687,0.361,165.747,0.35,1.11e-05,0.0792,65,0
0.964,0.713,0.629,98.785,0.297,0.00171,0.0475,50,0
0.722,0.8059999999999999,0.5710000000000001,124.1,0.00393,0.0,0.0397,49,0
0.528,0.581,0.34,86.03,0.314,0.0,0.0311,56,0
0.975,0.68,0.591,128.064,0.635,0.0,0.0576,51,0
0.139,0.363,0.662,139.945,0.0124,0.0,0.0694,45,0
0.388,0.261,0.458,198.695,0.674,0.00152,0.0307,50,0
0.399,0.556,0.674,146.433,0.116,2.19e-06,0.0296,64,0
0.5710000000000001,0.345,0.974,175.02700000000004,0.0012,3.03e-05,0.0607,50,1
0.0638,0.354,0.0322,67.872,0.992,0.955,0.0435,54,0
0.434,0.591,0.863,139.97299999999998,0.0248,0.453,0.0321,49,0
0.961,0.782,0.821,150.06799999999996,0.101,0.0,0.142,45,1
0.875,0.907,0.7659999999999999,147.996,0.0813,0.0,0.173,52,1
0.7090000000000001,0.43,0.457,109.875,0.518,0.0868,0.0332,49,0
0.0364,0.123,0.0723,150.019,0.847,0.933,0.0394,55,0
0.186,0.52,0.151,185.32,0.77,5.59e-05,0.0564,51,0
0.547,0.383,0.599,148.018,0.644,3.61e-05,0.0304,50,0
0.961,0.774,0.611,141.626,0.401,0.0,0.0704,49,0
0.48,0.7120000000000001,0.5579999999999999,150.967,0.125,0.0,0.147,45,1
0.449,0.679,0.54,81.971,0.603,1.7e-05,0.026,44,0
0.232,0.615,0.448,82.883,0.346,6.35e-05,0.0297,52,0
0.443,0.527,0.8590000000000001,74.214,0.176,0.0866,0.0687,61,0
0.74,0.745,0.6940000000000001,95.924,0.0962,0.0,0.128,56,0
0.542,0.447,0.189,145.092,0.8540000000000001,0.0,0.0416,51,0
0.62,0.34,0.371,138.977,0.5760000000000001,1.67e-06,0.0346,47,0
0.961,0.764,0.818,132.055,0.435,1.74e-06,0.0595,48,0
0.365,0.7879999999999999,0.685,82.01299999999998,0.00785,0.0,0.232,44,1
0.329,0.234,0.409,177.68200000000004,0.703,0.0,0.0301,61,0
0.5920000000000001,0.605,0.8590000000000001,94.072,0.0727,0.0,0.447,53,1
0.232,0.412,0.964,142.536,1.84e-06,0.146,0.1689999999999999,52,1
0.267,0.648,0.475,143.599,0.201,0.0,0.118,48,0
0.92,0.743,0.897,99.985,0.32,3.43e-06,0.0649,50,1
0.931,0.523,0.973,164.66099999999997,0.017,1.26e-06,0.0697,49,0
0.6729999999999999,0.726,0.7,146.559,0.0717,0.0,0.0998,63,0
0.151,0.6709999999999999,0.813,164.06400000000005,0.00193,2.17e-06,0.118,51,1
0.7120000000000001,0.797,0.711,90.557,0.0381,0.0,0.301,52,1
0.216,0.679,0.395,119.8,0.353,8.75e-05,0.0318,53,0
0.947,0.631,0.8909999999999999,162.683,0.0084,0.0119,0.0577,45,0
0.867,0.7659999999999999,0.753,130.139,0.233,1.01e-05,0.122,48,0
0.971,0.727,0.542,103.613,0.6970000000000001,0.0,0.034,51,0
0.51,0.5920000000000001,0.459,81.444,0.0489,0.0,0.407,45,1
0.972,0.867,0.8540000000000001,136.446,0.0496,2.730000000000001e-05,0.0478,46,0
0.539,0.521,0.818,113.094,0.0015,0.0,0.0355,45,0
0.529,0.462,0.87,185.746,0.0854,0.0,0.175,62,0
0.747,0.799,0.621,128.002,0.314,0.0,0.0599,48,1
0.5720000000000001,0.716,0.5770000000000001,148.023,0.0066799999999999,0.0,0.4370000000000001,45,1
0.9,0.696,0.68,82.844,0.328,0.0,0.0364,48,0
0.7909999999999999,0.816,0.477,93.135,0.188,0.0,0.0993,51,0
0.391,0.5820000000000001,0.901,117.943,0.00545,0.0,0.0571,45,0
0.961,0.87,0.455,105.658,0.575,0.648,0.0342,49,0
0.389,0.452,0.149,131.071,0.987,0.304,0.0378,49,0
0.183,0.463,0.179,80.747,0.917,1.73e-05,0.0402,50,0
0.379,0.537,0.0845,108.935,0.989,0.0138,0.074,45,0
0.84,0.71,0.5870000000000001,94.002,0.0113,4.62e-06,0.277,48,0
0.912,0.6890000000000001,0.907,116.968,0.0254,0.000732,0.037,45,0
0.7809999999999999,0.5660000000000001,0.705,168.15200000000004,0.43,0.0,0.0311,51,0
0.968,0.7879999999999999,0.701,130.048,0.385,1.12e-06,0.0294,57,0
0.284,0.601,0.527,105.953,0.601,0.000966,0.0246,58,0
0.46,0.6409999999999999,0.477,171.424,0.165,0.922,0.058,52,0
0.917,0.7559999999999999,0.73,115.977,0.0224,1.24e-05,0.032,58,0
0.289,0.7390000000000001,0.449,108.073,0.7490000000000001,0.0,0.0563,45,0
0.287,0.6,0.4920000000000001,116.016,0.5579999999999999,0.0,0.0284,52,0
0.7490000000000001,0.652,0.303,90.02600000000002,0.8390000000000001,0.0,0.0299,49,1
0.875,0.907,0.7659999999999999,147.996,0.0813,0.0,0.173,50,1
0.397,0.537,0.953,123.163,0.00184,3.53e-05,0.0654,50,0
0.526,0.463,0.157,130.334,0.8490000000000001,0.856,0.493,44,0
0.491,0.5660000000000001,0.931,103.45,0.00842,0.0,0.0915,46,0
0.76,0.539,0.11,99.938,0.93,0.000309,0.0452,45,0
0.509,0.496,0.863,133.879,0.0172,0.0,0.043,50,0
0.498,0.56,0.71,87.00399999999998,0.189,1.52e-05,0.0458,51,0
0.308,0.489,0.581,147.966,0.083,0.0,0.0308,47,0
0.735,0.684,0.66,81.03399999999998,0.245,4.93e-06,0.3229999999999999,46,1
0.579,0.569,0.721,90.037,0.0452,0.0,0.036,45,0
0.411,0.6409999999999999,0.615,68.938,0.0367,0.0,0.389,50,0
0.866,0.653,0.467,158.97899999999996,0.172,0.0,0.0786,50,0
0.836,0.8,0.633,95.953,0.0901,0.0,0.0514,45,0
0.424,0.614,0.183,78.75,0.375,0.000718,0.0281,47,0
0.604,0.583,0.464,103.106,0.677,0.0,0.0267,61,0
0.168,0.296,0.0383,124.621,0.7340000000000001,0.711,0.0337,47,0
0.246,0.198,0.7559999999999999,121.924,0.00229,0.715,0.0518,52,0
0.556,0.76,0.693,91.468,0.0525,0.0,0.253,44,1
0.6829999999999999,0.782,0.542,164.055,0.0267,0.00203,0.0587,47,0
0.218,0.53,0.3720000000000001,117.78,0.292,0.0,0.0301,47,0
0.887,0.636,0.83,152.172,0.143,0.0,0.0391,55,0
0.665,0.605,0.913,139.941,0.00159,0.0,0.0376,49,0
0.268,0.496,0.934,159.931,7.840000000000001e-05,0.344,0.145,53,0
0.465,0.408,0.863,159.928,0.00432,0.13,0.0386,48,0
0.455,0.478,0.852,143.64600000000004,0.0421,0.0,0.0427,47,0
0.872,0.688,0.815,84.87700000000002,0.0663,9.01e-06,0.0848,44,0
0.426,0.6679999999999999,0.805,144.789,0.0138,0.0,0.126,44,0
0.441,0.425,0.711,81.76100000000002,0.62,0.00205,0.0422,46,0
0.8420000000000001,0.8,0.6990000000000001,114.526,0.0586,0.000161,0.0391,50,0
0.443,0.239,0.415,204.052,0.425,0.0,0.0314,60,0
0.196,0.539,0.652,130.851,0.327,0.129,0.0289,47,0
0.764,0.514,0.7559999999999999,90.307,0.337,0.0,0.147,50,0
0.6970000000000001,0.747,0.887,91.996,0.0286,5.25e-05,0.151,49,1
0.545,0.458,0.146,101.246,0.8740000000000001,0.000793,0.0321,45,0
0.0822,0.304,0.0745,97.623,0.989,0.855,0.0322,48,0
0.0728,0.359,0.0323,107.169,0.989,0.91,0.0377,54,0
0.536,0.675,0.7809999999999999,78.009,0.00689,0.0,0.28,44,1
0.632,0.552,0.421,85.523,0.789,0.0,0.0265,46,0
0.755,0.454,0.922,169.824,4.48e-05,0.000664,0.0402,44,0
0.28,0.38,0.924,153.99,0.000173,2.33e-06,0.0719,45,0
0.974,0.684,0.904,161.276,0.174,1.74e-06,0.0729,47,0
0.58,0.961,0.626,106.979,0.0454,0.000122,0.0837,46,0
0.529,0.519,0.88,144.968,0.0226,0.0,0.0447,49,0
0.145,0.502,0.435,134.453,0.76,0.0,0.0292,56,0
0.8220000000000001,0.495,0.46,107.326,0.664,0.0,0.0894,47,0
0.519,0.7809999999999999,0.665,74.918,0.0194,0.0,0.287,44,1
0.535,0.73,0.483,168.049,0.0428,0.0,0.327,45,1
0.964,0.351,0.096,115.945,0.948,0.82,0.059,44,0
0.2,0.296,0.565,77.984,0.715,0.088,0.0522,44,0
0.499,0.627,0.6729999999999999,174.523,0.17,0.0,0.0569,63,0
0.961,0.6709999999999999,0.6579999999999999,89.698,0.601,0.234,0.0336,48,0
0.285,0.63,0.825,120.829,0.0622,1.58e-06,0.0447,47,0
0.7140000000000001,0.624,0.7659999999999999,91.727,0.00494,0.0,0.396,50,1
0.269,0.344,0.8740000000000001,185.888,0.0841,0.0,0.0777,63,0
0.043,0.12,0.138,67.891,0.994,0.6859999999999999,0.048,45,0
0.293,0.456,0.635,170.65200000000004,0.245,0.0,0.0573,61,0
0.353,0.628,0.423,100.082,0.326,0.0,0.0365,48,0
0.961,0.866,0.56,140.484,0.0574,0.0,0.0501,46,0
0.865,0.754,0.946,112.042,0.0743,0.000391,0.0403,48,0
0.251,0.339,0.893,92.091,0.000448,0.0,0.0786,45,0
0.507,0.523,0.534,75.988,0.479,2.92e-05,0.0296,64,0
0.263,0.381,0.746,141.518,0.000172,0.00101,0.0407,51,0
0.6,0.621,0.525,90.072,0.314,0.0,0.0391,47,1
0.574,0.556,0.8690000000000001,114.425,0.00725,4.12e-06,0.0949,45,0
0.401,0.521,0.947,114.988,0.0215,0.0,0.0894,49,0
0.568,0.488,0.954,105.356,0.00243,0.0,0.123,50,0
0.486,0.759,0.654,89.99,0.3,0.0,0.181,53,0
0.166,0.268,0.82,202.461,0.00591,0.000288,0.0495,46,0
0.535,0.358,0.8959999999999999,117.306,0.177,4.57e-06,0.287,49,0
0.948,0.672,0.934,129.123,0.0956,0.0,0.0333,48,0
0.7709999999999999,0.7140000000000001,0.67,82.008,0.341,1.89e-06,0.0445,56,0
0.0808,0.46,0.74,129.611,0.000203,0.0385,0.0303,51,0
0.738,0.61,0.902,92.965,0.128,0.0,0.0726,58,0
0.268,0.483,0.7509999999999999,156.092,0.00349,0.0,0.0365,46,0
0.183,0.293,0.887,175.922,0.162,0.00065,0.0876,58,0
0.5589999999999999,0.5670000000000001,0.94,116.523,0.0312,0.0,0.094,47,0
0.907,0.6940000000000001,0.6970000000000001,138.244,0.298,0.00027,0.0598,52,0
0.241,0.409,0.0554,130.504,0.969,0.777,0.0385,47,0
0.422,0.517,0.522,92.095,0.3,0.00629,0.0385,46,0
0.919,0.738,0.531,170.007,0.907,1.07e-05,0.14,52,1
0.907,0.7979999999999999,0.545,160.082,0.163,1.16e-05,0.0598,47,0
0.287,0.5479999999999999,0.206,79.34,0.868,0.0,0.0252,48,0
0.963,0.701,0.4970000000000001,96.513,0.595,3.12e-05,0.0316,49,0
0.955,0.598,0.838,172.178,0.652,0.0,0.0527,59,0
0.589,0.608,0.875,163.44299999999996,0.000921,0.0,0.231,50,1
0.73,0.556,0.913,96.184,0.0193,8.59e-06,0.0437,54,0
0.141,0.468,0.774,117.949,0.000398,0.624,0.038,48,0
0.393,0.513,0.222,165.885,0.84,5.379999999999999e-05,0.0787,50,0
0.311,0.421,0.728,150.12,0.136,0.0,0.035,50,0
0.289,0.463,0.431,136.172,0.6579999999999999,0.0,0.0299,53,0
0.967,0.8590000000000001,0.6759999999999999,102.847,0.337,0.0008289999999999,0.0596,46,0
0.4970000000000001,0.631,0.863,125.994,0.161,5.85e-05,0.0297,57,0
0.971,0.865,0.379,106.69,0.7240000000000001,0.0,0.0642,50,0
0.821,0.745,0.647,83.346,0.127,0.0,0.0442,57,0
0.498,0.5429999999999999,0.583,143.31799999999996,0.249,0.0,0.0346,54,0
0.977,0.789,0.778,153.181,0.469,5.720000000000002e-05,0.041,51,0
